Year,zip3,Age Group,Asthma_Cases,ED_Visits,Avg_Length_of_Stay,Avg_Severity,Avg_Mortality_Risk,Total_Charges,Total_Costs,Avg_Costs,Medicaid_Cases,ED_Rate,Medicaid_Rate
2012,149,70 or Older,9,9,4.666666666666667,2.3333333333333335,2.3333333333333335,124157.2,51920.97,5768.996666666667,0,1.0,0.0
2013,100,0 to 17,866,815,2.619791483211071,1.6643037585919016,1.1828036526125003,14531696.11,7231771.99,9025.431888868085,619,0.941108545034642,0.7147806004618937
2013,100,18 to 29,170,152,2.7363994849509092,1.309270883631096,1.103090294543699,3408560.5799999996,1329390.45,8628.662825124738,107,0.8941176470588236,0.6294117647058823
2013,100,30 to 49,557,505,8.283182511223423,2.182516045490373,1.236203693277784,12772971.3,4797639.78,15324.101612628085,356,0.9066427289048474,0.6391382405745063
2013,100,50 to 69,1044,968,4.367721493904855,1.8306226011949511,1.4003254461282792,32103801.129999995,11176486.29,10016.490512246271,512,0.9272030651340996,0.4904214559386973
2013,100,70 or Older,681,595,4.02322042375677,2.021988634549692,1.5852501888920814,23125395.98,7890851.92,9199.881987849716,26,0.8737151248164464,0.0381791483113069
2013,101,0 to 17,25,24,2.04,1.36,1.0,393244.84,205270.41,8210.8164,6,0.96,0.24
2013,101,18 to 29,1,1,2.0,1.0,1.0,19281.57,5576.38,5576.38,0,1.0,0.0
2013,101,30 to 49,7,7,1.8333333333333333,1.3333333333333337,1.0833333333333337,139439.94,35201.99,3836.461666666666,2,1.0,0.2857142857142857
2013,101,50 to 69,16,15,2.333333333333333,1.2333333333333334,1.1333333333333333,308999.11,98839.85,5212.3116666666665,4,0.9375,0.25
2013,101,70 or Older,12,11,4.0,2.1666666666666665,2.0,338266.26,109338.46,9111.538333333332,0,0.9166666666666666,0.0
2013,103,0 to 17,199,195,2.4099290780141844,1.1198581560283687,1.00354609929078,2388927.65,1355912.48,7609.991904255319,140,0.9798994974874372,0.7035175879396985
2013,103,18 to 29,56,56,3.36734693877551,1.9965986394557824,1.5278911564625848,936976.78,270089.55,7015.671591836734,30,1.0,0.5357142857142857
2013,103,30 to 49,206,202,4.637696335078534,1.7031413612565445,1.38782722513089,4708615.08,1232702.96,10658.63685078534,116,0.9805825242718448,0.5631067961165048
2013,103,50 to 69,256,253,3.3155303030303025,1.6248737373737374,1.2689393939393938,7143745.93,1795060.46,5705.253722222223,89,0.98828125,0.34765625
2013,103,70 or Older,125,124,3.6638655462184873,1.8697478991596637,1.6610644257703082,4240252.47,1089377.39,10267.25492997199,10,0.992,0.08
2013,104,0 to 17,3163,2918,2.3912954756548745,1.5177858690730166,1.0364953569324773,45977003.33,18751495.88,7287.397779236019,2477,0.9225418906101802,0.7831172937085046
2013,104,18 to 29,551,520,2.3936680939405734,1.655506316269259,1.2080143592405177,8662695.790000001,3004949.09,6355.508452954856,375,0.943738656987296,0.6805807622504537
2013,104,30 to 49,1314,1248,3.160073465340984,1.842862419530488,1.280165925003076,26009106.41,9740798.02,7801.003173397093,883,0.9497716894977168,0.6719939117199392
2013,104,50 to 69,1946,1839,5.363501154939456,1.9435810187489753,1.375659804206372,49286558.02,17972008.63,11407.585200962129,1061,0.9450154162384378,0.5452209660842754
2013,104,70 or Older,909,860,5.21399531789718,2.145034354907249,2.057905420305657,32175694.549999997,9863120.9,12045.759689974591,66,0.946094609460946,0.0726072607260726
2013,105,0 to 17,208,196,2.127062706270627,1.4504950495049505,1.00990099009901,4361110.58,1646658.52,5847.30506270627,75,0.9423076923076924,0.3605769230769231
2013,105,18 to 29,26,26,2.5384615384615383,1.5,1.0769230769230769,405568.96,138246.53,5317.174230769231,14,1.0,0.5384615384615384
2013,105,30 to 49,101,94,3.253472222222222,1.6666666666666667,1.2465277777777777,3068086.94,993314.18,7457.908611111111,40,0.9306930693069309,0.396039603960396
2013,105,50 to 69,156,145,5.808333333333334,1.9383333333333337,1.2066666666666666,4988554.92,1520410.18,13307.594566666668,40,0.9294871794871796,0.2564102564102564
2013,105,70 or Older,150,142,4.0,1.847972972972973,1.787162162162162,4931438.55,1647350.25,8024.562432432433,5,0.9466666666666668,0.0333333333333333
2013,106,0 to 17,46,44,2.6956521739130435,1.2826086956521738,1.0,1108933.33,311908.74,6780.624782608696,22,0.9565217391304348,0.4782608695652174
2013,106,18 to 29,4,4,2.0,1.25,1.0,40083.0,14047.56,3511.89,2,1.0,0.5
2013,106,30 to 49,23,22,4.695652173913044,1.7391304347826086,1.173913043478261,461126.11,175327.46,7622.9330434782605,10,0.9565217391304348,0.4347826086956521
2013,106,50 to 69,33,33,3.828125,2.015625,1.265625,781390.25,292895.23000000004,6527.351875,10,1.0,0.303030303030303
2013,106,70 or Older,15,14,4.6,2.2,2.2666666666666666,317110.43,109334.92,7288.994666666667,0,0.9333333333333332,0.0
2013,107,0 to 17,159,143,2.138888888888889,1.714814814814815,1.113888888888889,3146316.55,868946.75,6108.056342592593,91,0.89937106918239,0.5723270440251572
2013,107,18 to 29,32,30,1.5777777777777775,1.8666666666666665,1.4,337761.28,139147.19,3942.117888888889,19,0.9375,0.59375
2013,107,30 to 49,107,105,2.877450980392157,1.6666666666666667,1.125,1465258.0699999998,596349.43,6469.455539215686,61,0.9813084112149532,0.5700934579439252
2013,107,50 to 69,183,178,4.686629001883239,1.6655367231638418,1.192843691148776,4081914.03,1600967.17,9298.189472693031,66,0.9726775956284152,0.360655737704918
2013,107,70 or Older,126,111,4.106557377049181,1.524590163934426,1.6803278688524592,3505984.46,1365874.89,8037.526475409836,5,0.8809523809523809,0.0396825396825396
2013,108,0 to 17,34,33,4.7727272727272725,2.1818181818181817,1.5,756202.0800000001,203104.77,11737.05893939394,11,0.9705882352941176,0.3235294117647059
2013,108,18 to 29,4,4,5.25,2.25,2.0,106514.12,42609.97,10652.4925,0,1.0,0.0
2013,108,30 to 49,13,12,3.4848484848484844,2.3333333333333335,1.181818181818182,488510.32,139782.94,8549.576969696971,8,0.9230769230769232,0.6153846153846154
2013,108,50 to 69,21,18,4.142857142857143,2.047619047619047,1.380952380952381,442195.51,163325.69,7777.4138095238095,2,0.8571428571428571,0.0952380952380952
2013,108,70 or Older,20,19,5.45,2.0,1.85,586520.5,213930.3,10696.515,1,0.95,0.05
2013,109,0 to 17,111,95,3.042056074766355,1.8099688473520248,1.3457943925233646,3038452.34,734515.56,17118.05556074766,53,0.8558558558558559,0.4774774774774775
2013,109,18 to 29,21,16,3.1904761904761907,1.5714285714285714,1.0,492160.06,126557.55,6026.55,9,0.7619047619047619,0.4285714285714285
2013,109,30 to 49,113,99,4.066964285714286,1.4419642857142856,1.1696428571428572,3720874.3,1010959.12,8574.58142857143,41,0.8761061946902655,0.3628318584070796
2013,109,50 to 69,197,165,3.699312714776633,2.069587628865979,1.9475945017182132,7376523.74,1846416.21,9889.315721649484,41,0.8375634517766497,0.2081218274111675
2013,109,70 or Older,154,136,3.898692810457516,2.1830065359477127,2.133986928104575,6666879.87,1643720.15,8287.183235294118,9,0.8831168831168831,0.0584415584415584
2013,110,0 to 17,118,43,2.1186440677966103,1.38135593220339,1.0508474576271187,2519392.06,766028.19,6491.764322033898,39,0.3644067796610169,0.3305084745762712
2013,110,18 to 29,18,13,2.3538461538461535,1.4076923076923076,1.1923076923076923,397395.67,92553.31,5189.781461538461,11,0.7222222222222222,0.6111111111111112
2013,110,30 to 49,44,40,3.2847222222222223,1.5625,1.1944444444444444,1264450.87,279574.77999999997,6424.788541666667,20,0.9090909090909092,0.4545454545454545
2013,110,50 to 69,53,45,4.4485294117647065,1.9583333333333337,1.5302287581699343,1841244.26,426791.25,8647.520065359477,7,0.8490566037735849,0.1320754716981132
2013,110,70 or Older,89,83,4.996666666666666,2.452380952380953,2.4299999999999997,4320242.09,958715.4,10335.779366666666,10,0.9325842696629212,0.1123595505617977
2013,111,0 to 17,63,58,1.8744588744588744,1.3532467532467531,1.012121212121212,928313.11,441272.9,5124.334251082251,47,0.9206349206349206,0.746031746031746
2013,111,18 to 29,16,16,1.564102564102564,1.5256410256410255,1.5256410256410255,135956.97,51683.42,3279.849871794871,7,1.0,0.4375
2013,111,30 to 49,37,36,2.1640625,1.78125,1.34375,455018.11999999994,177037.47,4232.93953125,29,0.972972972972973,0.7837837837837838
2013,111,50 to 69,133,128,3.184865900383142,1.9584929757343552,1.4474776500638569,2137053.55,784689.51,4794.426103128991,59,0.962406015037594,0.4436090225563909
2013,111,70 or Older,94,93,5.690329218106996,2.189300411522634,2.1666666666666665,2029862.4,734070.6799999999,7799.597541152263,6,0.9893617021276596,0.0638297872340425
2013,112,0 to 17,2225,1864,2.310275642106082,1.5535515175874184,1.082747734315238,26725411.72,13671131.77,7058.657301069205,1663,0.837752808988764,0.7474157303370786
2013,112,18 to 29,376,346,2.6872334293948126,1.2646397694524496,1.057463976945245,5885174.199999999,2411982.31,5797.729697550432,229,0.9202127659574468,0.6090425531914894
2013,112,30 to 49,1078,990,2.9317538219137247,1.7202044158938143,1.1752876925040416,19502334.44,7778349.909999999,6150.235458234068,674,0.9183673469387756,0.6252319109461967
2013,112,50 to 69,2217,2050,3.334454120303177,1.7438261424110482,1.3207448212165194,49463911.76,19452782.279999997,7008.410713631232,1080,0.9246729815065404,0.4871447902571042
2013,112,70 or Older,1241,1157,5.466390933368071,2.17280010421416,2.216298660413817,36364249.63,13044484.08,11393.549079278751,61,0.9323126510878323,0.0491539081385979
2013,113,0 to 17,444,344,2.7060673363625867,1.2827877620881472,1.0197139189437008,6846227.01,2809356.69,7766.487421042443,293,0.7747747747747747,0.6599099099099099
2013,113,18 to 29,80,75,3.8552631578947367,1.5324561403508772,1.0801169590643276,1473568.85,618271.96,9727.533096491228,45,0.9375,0.5625
2013,113,30 to 49,210,195,3.395119887569552,1.6163418516606436,1.2746837893649976,3802853.71,1433132.43,7775.735918122239,97,0.9285714285714286,0.4619047619047619
2013,113,50 to 69,431,408,4.791068106655643,2.057509129116715,1.4994875637315697,10955430.74,3801990.04,9455.074143843874,182,0.9466357308584686,0.4222737819025522
2013,113,70 or Older,319,302,5.002971562201083,2.0514660000273857,1.9599336686090751,9780816.63,3170646.38,10578.019870031749,34,0.9467084639498432,0.1065830721003134
2013,114,0 to 17,620,336,2.3385666071074054,1.4896922771490966,1.068671828469327,12145873.7,4300502.83,6114.252542028986,387,0.5419354838709678,0.6241935483870967
2013,114,18 to 29,56,48,2.934116809116809,1.622150997150997,1.2503561253561253,1026573.28,365105.39,7263.607884615384,26,0.8571428571428571,0.4642857142857143
2013,114,30 to 49,220,199,4.174603174603175,1.763809523809524,1.2596825396825395,5028063.21,1632476.91,8662.997295238094,121,0.9045454545454544,0.55
2013,114,50 to 69,395,348,3.935132578985038,1.6829202310759688,1.3238931870079411,10126009.7,3439002.41,8254.817530656761,156,0.8810126582278481,0.3949367088607595
2013,114,70 or Older,262,224,4.461395583821214,2.0064687410225166,2.0192229585822266,8156221.72,2520328.02,8334.046126284089,16,0.8549618320610687,0.0610687022900763
2013,115,0 to 17,423,317,2.001184834123223,1.2049763033175356,1.0177725118483414,7049782.06,2249440.9,5413.62105450237,240,0.7494089834515366,0.5673758865248227
2013,115,18 to 29,49,47,2.21875,1.7395833333333337,1.0833333333333337,941950.02,239635.73,4524.142916666667,23,0.9591836734693876,0.4693877551020408
2013,115,30 to 49,147,139,8.502347417840376,1.727699530516432,1.392018779342723,3606215.23,987851.14,12807.580481220655,62,0.9455782312925172,0.4217687074829932
2013,115,50 to 69,308,302,3.4418344519015656,1.7965440356744704,1.2705314009661837,10763517.72,3037600.89,8547.143335191378,72,0.9805194805194806,0.2337662337662337
2013,115,70 or Older,232,224,5.294759825327511,2.38136826783115,2.184133915574964,8385546.66,2082163.03,8551.765836972343,11,0.9655172413793104,0.0474137931034482
2013,116,0 to 17,83,12,1.7587719298245614,1.299840510366826,1.0151515151515151,1279674.92,499586.54,5115.514605263158,52,0.144578313253012,0.6265060240963856
2013,116,18 to 29,19,3,1.6617647058823528,1.2647058823529411,1.0882352941176472,158823.82,54393.55,3384.788235294118,16,0.1578947368421052,0.8421052631578947
2013,116,30 to 49,51,14,2.551656920077973,1.6257309941520468,1.216374269005848,850704.28,269131.31,5094.0180214424945,34,0.2745098039215686,0.6666666666666666
2013,116,50 to 69,115,30,4.692687747035573,2.1054841897233203,1.7467885375494072,3003182.8099999996,913879.12,9099.816259881423,49,0.2608695652173913,0.4260869565217391
2013,116,70 or Older,46,9,4.757894736842106,2.4657894736842105,2.417105263157895,1703763.05,507859.05,10457.52392105263,0,0.1956521739130435,0.0
2013,117,0 to 17,595,508,2.0974789915966388,1.33781512605042,1.0470588235294118,9947824.83,3190007.08,5361.35643697479,300,0.853781512605042,0.5042016806722689
2013,117,18 to 29,111,108,2.8828828828828827,1.4954954954954955,1.1891891891891893,2656038.58,685745.5,6177.887387387387,37,0.972972972972973,0.3333333333333333
2013,117,30 to 49,331,323,4.4156441717791415,2.006646216768916,1.3440695296523515,11458640.8,2695275.66,6848.086543967281,81,0.9758308157099698,0.2447129909365558
2013,117,50 to 69,516,506,5.286182056319581,2.0235101506221347,1.3036018336607726,18558829.02,4344873.78,9579.184500982316,89,0.9806201550387597,0.1724806201550387
2013,117,70 or Older,350,350,3.140401146131805,2.128939828080229,2.0759312320916905,13437787.98,3292216.98,5983.084040114612,9,1.0,0.0257142857142857
2013,118,0 to 17,19,13,1.7894736842105263,1.368421052631579,1.0526315789473684,259455.3,83988.22,4420.432631578948,5,0.6842105263157895,0.2631578947368421
2013,118,18 to 29,3,3,3.6666666666666665,1.0,1.0,63906.14,18812.89,6270.963333333333,0,1.0,0.0
2013,118,30 to 49,5,5,4.0,1.0,1.0,125844.45,41294.08,8258.816,1,1.0,0.2
2013,118,50 to 69,18,17,3.6666666666666665,1.6666666666666667,1.3333333333333333,412442.78,136036.58000000002,7557.587777777779,4,0.9444444444444444,0.2222222222222222
2013,118,70 or Older,24,23,4.958333333333333,2.25,2.0,811879.01,234370.72,9765.446666666669,1,0.9583333333333334,0.0416666666666666
2013,119,0 to 17,70,45,2.157142857142857,1.3285714285714283,1.0142857142857142,1015459.34,314126.44,4487.520571428571,37,0.6428571428571429,0.5285714285714286
2013,119,18 to 29,21,21,2.6666666666666665,1.6666666666666667,1.2857142857142858,478113.05,111631.17,5315.7699999999995,2,1.0,0.0952380952380952
2013,119,30 to 49,84,82,3.488095238095238,1.9404761904761905,1.4761904761904765,2520856.51,551087.39,6560.564166666667,21,0.9761904761904762,0.25
2013,119,50 to 69,114,111,3.93859649122807,2.1578947368421053,1.719298245614035,3799637.0,990286.21,8686.721140350877,20,0.9736842105263158,0.175438596491228
2013,119,70 or Older,76,75,5.131578947368421,2.4210526315789473,2.3289473684210527,2910856.54,787599.55,10363.151973684213,2,0.986842105263158,0.0263157894736842
2013,120,0 to 17,62,53,2.0,1.2419354838709675,1.032258064516129,686593.37,230718.8,3721.2709677419352,26,0.8548387096774194,0.4193548387096774
2013,120,18 to 29,16,14,3.125,1.5,1.0625,241726.91,89758.69,5609.918125,8,0.875,0.5
2013,120,30 to 49,51,46,3.549019607843137,1.8235294117647056,1.3529411764705883,768495.89,268735.7,5269.327450980392,21,0.9019607843137256,0.4117647058823529
2013,120,50 to 69,62,52,4.790322580645161,2.193548387096774,1.5161290322580645,1199956.21,408196.24,6583.810322580645,11,0.8387096774193549,0.1774193548387097
2013,120,70 or Older,41,31,4.926829268292683,2.341463414634146,2.097560975609756,827231.77,298480.65,7280.015853658537,0,0.7560975609756098,0.0
2013,121,0 to 17,62,51,1.8225806451612905,1.2580645161290325,1.0161290322580645,771171.0,233759.34,3770.311935483871,42,0.8225806451612904,0.6774193548387096
2013,121,18 to 29,10,9,2.5,1.4,1.0,151609.69,47123.29,4712.329,4,0.9,0.4
2013,121,30 to 49,73,63,3.73972602739726,1.7534246575342465,1.1917808219178083,1325006.9,473108.13,6480.933287671233,27,0.863013698630137,0.3698630136986301
2013,121,50 to 69,73,68,3.4683098591549295,2.077464788732394,1.3661971830985915,1304102.73,483633.9,5374.287042253522,8,0.9315068493150684,0.1095890410958904
2013,121,70 or Older,51,47,4.823529411764706,2.313725490196078,2.0588235294117645,985269.07,361562.44,7089.459607843138,0,0.9215686274509804,0.0
2013,122,0 to 17,52,50,2.423076923076923,1.25,1.0192307692307692,1099762.64,316286.88,6082.4400000000005,36,0.9615384615384616,0.6923076923076923
2013,122,18 to 29,13,13,2.4615384615384617,1.5384615384615383,1.2307692307692308,185085.61,57784.81,4444.985384615385,7,1.0,0.5384615384615384
2013,122,30 to 49,36,35,3.25,1.8611111111111112,1.25,684744.83,214047.22,5945.756111111111,18,0.9722222222222222,0.5
2013,122,50 to 69,64,62,3.5,1.5714285714285714,1.3095238095238095,2482049.64,797409.15,8069.825476190476,22,0.96875,0.34375
2013,122,70 or Older,29,28,5.241379310344827,2.206896551724138,2.1379310344827585,700715.98,220428.7,7600.989655172413,0,0.9655172413793104,0.0
2013,123,0 to 17,29,15,2.3448275862068964,1.3448275862068966,1.0,430763.03,123596.05,4261.93275862069,17,0.5172413793103449,0.5862068965517241
2013,123,18 to 29,5,0,3.6,1.2,1.0,81393.95999999999,26816.71,5363.342,2,0.0,0.4
2013,123,30 to 49,22,4,4.5,1.9090909090909092,1.2727272727272727,422035.42,141366.75,6425.761363636364,11,0.1818181818181818,0.5
2013,123,50 to 69,54,11,6.245283018867925,2.0185185185185186,1.5185185185185186,2797923.67,1088202.0,20151.88888888889,14,0.2037037037037037,0.2592592592592592
2013,123,70 or Older,13,3,4.6923076923076925,2.3076923076923075,2.3846153846153846,285787.0,95410.32,7339.255384615385,0,0.2307692307692307,0.0
2013,124,0 to 17,40,27,2.3,1.425,1.1,798687.09,240400.91,6010.02275,27,0.675,0.675
2013,124,18 to 29,10,8,2.5,1.6,1.0,113600.95,41351.73,4135.173000000001,4,0.8,0.4
2013,124,30 to 49,28,20,5.642857142857143,1.8928571428571428,1.3214285714285714,736724.9,228937.05,8176.323214285714,11,0.7142857142857143,0.3928571428571428
2013,124,50 to 69,67,51,4.537313432835821,1.791044776119403,1.4029850746268655,1489632.19,457968.88,6835.356417910448,18,0.7611940298507462,0.2686567164179104
2013,124,70 or Older,33,24,5.212121212121212,1.9090909090909092,1.6666666666666667,743997.28,224997.3,6818.099999999999,0,0.7272727272727273,0.0
2013,125,0 to 17,141,91,2.773049645390071,1.3475177304964538,1.0141843971631206,2865657.31,954121.25,6766.817375886525,46,0.6453900709219859,0.3262411347517731
2013,125,18 to 29,29,27,2.931034482758621,1.7586206896551724,1.4137931034482758,577000.32,170683.97,5885.654137931035,7,0.9310344827586208,0.2413793103448276
2013,125,30 to 49,78,70,2.9350649350649354,2.4805194805194803,1.7597402597402598,2043784.07,576637.51,6393.310324675324,18,0.8974358974358975,0.2307692307692307
2013,125,50 to 69,121,109,4.628099173553719,2.12396694214876,1.8512396694214877,3418957.63,1022197.17,8447.910495867769,17,0.9008264462809916,0.140495867768595
2013,125,70 or Older,74,68,6.824324324324325,2.4594594594594597,2.4324324324324325,3119953.93,873823.45,11808.425,1,0.918918918918919,0.0135135135135135
2013,126,0 to 17,83,58,2.7951807228915664,1.3373493975903614,1.0481927710843373,1769096.64,600304.46,7232.583855421686,29,0.6987951807228916,0.3493975903614458
2013,126,18 to 29,15,14,3.6,1.5333333333333334,1.2,355139.94,106524.99,7101.666,7,0.9333333333333332,0.4666666666666667
2013,126,30 to 49,32,32,3.370967741935484,1.7258064516129032,1.096774193548387,718147.13,200331.29,6996.817580645162,11,1.0,0.34375
2013,126,50 to 69,35,35,4.228571428571429,1.9714285714285715,1.6,964943.36,266657.98,7618.799428571428,6,1.0,0.1714285714285714
2013,126,70 or Older,12,11,4.166666666666667,2.1666666666666665,2.0833333333333335,343920.22,98902.77,8241.8975,1,0.9166666666666666,0.0833333333333333
2013,127,0 to 17,20,15,2.4,1.1,1.0,397337.93,104654.22,5232.711,10,0.75,0.5
2013,127,18 to 29,8,6,2.75,1.625,1.125,131087.06,41122.78,5140.3475,1,0.75,0.125
2013,127,30 to 49,19,17,3.736842105263158,1.4736842105263157,1.2105263157894737,550743.98,186531.72,9817.45894736842,6,0.8947368421052632,0.3157894736842105
2013,127,50 to 69,31,30,4.193548387096774,1.7419354838709675,1.2903225806451613,876086.1,273495.64,8822.44,8,0.967741935483871,0.2580645161290322
2013,127,70 or Older,8,5,4.125,2.375,2.375,175459.55,60758.07,7594.75875,0,0.625,0.0
2013,128,0 to 17,24,16,1.9166666666666667,1.0833333333333333,1.0,195138.5,87531.87,3647.16125,15,0.6666666666666666,0.625
2013,128,18 to 29,6,6,3.8333333333333335,1.5,1.3333333333333333,83928.49,26844.78,4474.13,3,1.0,0.5
2013,128,30 to 49,31,31,3.4516129032258065,1.935483870967742,1.3870967741935485,465861.86,143907.67,4642.1829032258065,10,1.0,0.3225806451612903
2013,128,50 to 69,53,51,4.754716981132075,2.2641509433962264,1.830188679245283,1063067.93,357348.77,6742.42962264151,3,0.9622641509433962,0.0566037735849056
2013,128,70 or Older,29,27,3.793103448275862,2.2758620689655173,2.103448275862069,449878.06,144669.47,4988.602413793104,0,0.9310344827586208,0.0
2013,129,0 to 17,18,6,2.111111111111111,1.5,1.0,156392.57,93620.65,5201.147222222222,6,0.3333333333333333,0.3333333333333333
2013,129,18 to 29,3,3,2.0,1.3333333333333333,1.0,23957.42,17926.32,5975.44,0,1.0,0.0
2013,129,30 to 49,22,21,3.363636363636364,1.9545454545454544,1.4090909090909092,234326.53,91408.29,4154.922272727273,7,0.9545454545454546,0.3181818181818182
2013,129,50 to 69,40,37,4.5,2.225,1.6,826431.11,338534.23,8463.355749999999,7,0.925,0.175
2013,129,70 or Older,25,24,6.04,2.32,2.2,493465.75,214844.4,8593.776,0,0.96,0.0
2013,130,0 to 17,48,29,2.055555555555556,1.3555555555555556,1.0333333333333332,518369.34,205111.28,3253.000444444445,23,0.6041666666666666,0.4791666666666667
2013,130,18 to 29,24,19,2.1521739130434785,1.8260869565217392,1.6521739130434785,226384.1,139563.99,6027.554130434783,10,0.7916666666666666,0.4166666666666667
2013,130,30 to 49,47,39,4.5,2.4891304347826084,2.2282608695652173,573022.18,266243.70999999996,7529.016956521738,12,0.8297872340425532,0.2553191489361702
2013,130,50 to 69,70,58,4.642857142857143,2.128571428571429,1.5714285714285714,1010885.7,418495.75,5978.510714285714,13,0.8285714285714286,0.1857142857142857
2013,130,70 or Older,42,36,4.309523809523809,2.2142857142857144,2.119047619047619,602094.18,235316.23,5602.76738095238,0,0.8571428571428571,0.0
2013,131,0 to 17,17,13,2.235294117647059,1.7647058823529411,1.0588235294117647,156647.58,60585.869999999995,3563.874705882353,11,0.7647058823529411,0.6470588235294118
2013,131,18 to 29,6,5,2.5,1.6666666666666667,1.0,58138.560000000005,66627.19,11104.531666666668,2,0.8333333333333334,0.3333333333333333
2013,131,30 to 49,15,14,2.533333333333333,2.0,1.6666666666666667,137064.96,53629.62,3575.308,3,0.9333333333333332,0.2
2013,131,50 to 69,23,17,3.1739130434782608,2.130434782608696,1.565217391304348,306738.26,120869.45,5255.19347826087,4,0.7391304347826086,0.1739130434782608
2013,131,70 or Older,15,13,5.6,2.4,2.2,277797.18,106684.73,7112.315333333333,0,0.8666666666666667,0.0
2013,132,0 to 17,64,54,2.34375,1.40625,1.046875,796034.95,297233.64,4644.275625,47,0.84375,0.734375
2013,132,18 to 29,26,24,2.8,2.42,1.76,271180.44,137015.09,4287.260200000001,15,0.9230769230769232,0.5769230769230769
2013,132,30 to 49,58,56,3.206896551724138,1.8793103448275863,1.3103448275862069,937089.62,457472.05,7887.449137931034,29,0.9655172413793104,0.5
2013,132,50 to 69,61,60,2.841666666666667,2.2,1.4666666666666668,959357.24,393792.87,5294.584,17,0.9836065573770492,0.2786885245901639
2013,132,70 or Older,24,22,4.583333333333333,2.3333333333333335,2.125,380876.52,146301.88,6095.911666666667,0,0.9166666666666666,0.0
2013,133,0 to 17,22,17,2.135416666666667,1.3229166666666663,1.0,157103.52000000002,75837.73,3368.9717708333333,12,0.7727272727272727,0.5454545454545454
2013,133,18 to 29,5,5,1.6666666666666667,1.6666666666666663,1.5,36060.15,18804.57,3720.9883333333337,4,1.0,0.8
2013,133,30 to 49,15,14,3.625,1.4583333333333333,1.125,165725.15,81982.15,5708.679166666667,2,0.9333333333333332,0.1333333333333333
2013,133,50 to 69,39,34,5.8939393939393945,2.1136363636363633,1.5606060606060606,769422.11,367408.94,10293.430303030304,6,0.8717948717948718,0.1538461538461538
2013,133,70 or Older,29,22,5.241379310344827,2.1724137931034484,2.103448275862069,484875.97,228540.19,7880.696206896552,0,0.7586206896551724,0.0
2013,134,0 to 17,24,17,1.886363636363636,1.1363636363636362,1.0,174670.45,79144.76999999999,3004.2970454545457,12,0.7083333333333334,0.5
2013,134,18 to 29,8,7,2.2857142857142856,1.5714285714285714,1.2142857142857144,97139.34,37996.03,4313.306428571428,4,0.875,0.5
2013,134,30 to 49,26,21,3.1538461538461537,1.6538461538461535,1.1538461538461535,276957.04,113847.17,4378.737307692308,10,0.8076923076923077,0.3846153846153846
2013,134,50 to 69,43,39,3.7458333333333336,1.9583333333333337,1.2625,682959.3099999999,295293.51,6336.141625,5,0.9069767441860463,0.1162790697674418
2013,134,70 or Older,60,51,4.3545454545454545,2.118181818181818,2.190909090909091,1000322.07,443190.1,7038.336363636364,1,0.85,0.0166666666666666
2013,135,0 to 17,25,17,2.52,1.4,1.04,235953.75,99724.28,3988.9712,23,0.68,0.92
2013,135,18 to 29,6,6,2.8333333333333335,1.3333333333333333,1.0,52939.16,22240.35,3706.725,4,1.0,0.6666666666666666
2013,135,30 to 49,30,29,4.3,2.033333333333333,1.3666666666666667,523577.65,229127.82,7637.594,20,0.9666666666666668,0.6666666666666666
2013,135,50 to 69,40,35,4.825,2.05,1.55,589743.54,258226.74,6455.6685,22,0.875,0.55
2013,135,70 or Older,22,22,5.636363636363637,2.3181818181818183,2.272727272727273,471468.37,201587.61,9163.07318181818,1,1.0,0.0454545454545454
2013,136,0 to 17,46,21,2.135416666666667,1.3541666666666663,1.03125,308002.67,179614.58000000002,3778.196125,11,0.4565217391304347,0.2391304347826087
2013,136,18 to 29,9,8,1.4,1.775,1.45,63392.920000000006,36670.15,3963.06725,1,0.8888888888888888,0.1111111111111111
2013,136,30 to 49,40,36,2.887218045112782,1.7756892230576442,1.424812030075188,420511.96,240029.94,6011.918145363408,7,0.9,0.175
2013,136,50 to 69,39,35,4.096153846153846,2.134615384615385,1.8461538461538465,469474.1999999999,276754.89,6867.245384615385,5,0.8974358974358975,0.1282051282051282
2013,136,70 or Older,23,22,5.1230158730158735,2.162698412698413,2.0357142857142856,358056.52,205005.19,8646.871468253968,0,0.9565217391304348,0.0
2013,137,0 to 17,32,22,1.6290322580645162,1.7258064516129032,1.0483870967741935,255418.76,114247.68,2645.5383870967744,21,0.6875,0.65625
2013,137,18 to 29,5,4,4.25,1.125,1.0,133162.77000000002,42235.59,6323.5125,1,0.8,0.2
2013,137,30 to 49,19,16,2.645833333333333,1.4791666666666663,1.09375,205260.48,86631.77,5015.6528125,7,0.8421052631578947,0.3684210526315789
2013,137,50 to 69,32,28,3.810344827586207,2.1839080459770113,1.511494252873563,489338.54,183223.63,6880.342356321839,5,0.875,0.15625
2013,137,70 or Older,24,21,4.575,2.025,1.825,292930.8,121299.63,5493.89775,0,0.875,0.0
2013,138,0 to 17,20,8,2.15,1.6,1.05,176184.56,77448.57999999999,3872.429,14,0.4,0.7
2013,138,18 to 29,8,6,3.3,1.3666666666666667,1.1,54677.74,28038.449999999997,3427.5216666666665,2,0.75,0.25
2013,138,30 to 49,7,4,2.666666666666667,2.3333333333333335,2.0,64756.02,34737.42,4812.805833333334,3,0.5714285714285714,0.4285714285714285
